Orthogroup	Species	GeneID	Function
OG0001288	Amel	LOC724306	None Immune
OG0001289	Amel	LOC725683	None Immune
OG0001290	Amel	LOC410732	None Immune
OG0001291	Amel	LOC409728	None Immune
OG0001292	Amel	LOC408853	None Immune
OG0001293	Amel	LOC408602	None Immune
OG0001294	Amel	LOC413328	None Immune
OG0001295	Amel	LOC102656360	None Immune
OG0001297	Amel	LOC411014	None Immune
OG0001298	Amel	LOC724923	None Immune
OG0001299	Amel	LOC410050	None Immune
OG0001300	Amel	H	None Immune
OG0001301	Amel	LOC411503	None Immune
OG0001302	Amel	LOC726237	None Immune
OG0001303	Amel	LOC552561	Putative Immune
OG0001304	Amel	LOC408967	None Immune
OG0001305	Amel	LOC726746	Putative Immune
OG0001306	Amel	LOC408989	None Immune
OG0001308	Amel	LOC100578300	None Immune
OG0001309	Amel	IF-2mt	None Immune
OG0001310	Amel	LOC409663	Immune
OG0001311	Amel	LOC724540	None Immune
OG0001311	Amel	LOC113218760	None Immune
OG0001311	Amel	LOC113219414	None Immune
OG0001312	Amel	LOC100578243	None Immune
OG0001312	Amel	LOC113218757	None Immune
OG0001313	Amel	LOC100577196	None Immune
OG0001314	Amel	LOC413498	None Immune
OG0001315	Amel	LOC724607	None Immune
OG0001316	Amel	LOC726131	None Immune
OG0001317	Amel	LOC100576859	None Immune
OG0001318	Amel	LOC408577	None Immune
OG0001319	Amel	LOC411729	None Immune
OG0001320	Amel	LOC100576249	None Immune
OG0001321	Amel	LOC724498	None Immune
OG0001322	Amel	LOC409571	None Immune
OG0001323	Amel	LOC102655138	None Immune
OG0001324	Amel	LOC725518	None Immune
OG0001325	Amel	LOC552402	None Immune
OG0001326	Amel	LOC552239	None Immune
OG0001328	Amel	LOC410348	None Immune
OG0001329	Amel	LOC411457	None Immune
OG0001330	Amel	LOC409655	None Immune
OG0001331	Amel	LOC102654640	None Immune
OG0001332	Amel	LOC551720	None Immune
OG0001333	Amel	LOC409150	None Immune
OG0001334	Amel	LOC551469	None Immune
OG0001335	Amel	LOC724959	None Immune
OG0001336	Amel	LOC725173	None Immune
OG0001338	Amel	LOC408674	None Immune
OG0001339	Amel	LOC551981	None Immune
OG0001340	Amel	LOC726289	Immune
OG0001341	Amel	LOC411113	None Immune
OG0001343	Amel	LOC724178	Putative Immune
OG0001344	Amel	LOC100577578	None Immune
OG0001345	Amel	LOC409272	None Immune
OG0001346	Amel	LOC411088	None Immune
OG0001347	Amel	LOC413909	None Immune
OG0001348	Amel	LOC726476	None Immune
OG0001349	Amel	LOC408517	None Immune
OG0001350	Amel	LOC113218787	None Immune
OG0001350	Amel	LOC102654740	None Immune
OG0001351	Amel	LOC409124	None Immune
OG0001352	Amel	LOC100576572	None Immune
OG0001353	Amel	LOC725653	None Immune
OG0001354	Amel	LOC725311	None Immune
OG0001355	Amel	LOC411019	None Immune
OG0001356	Amel	LOC551722	None Immune
OG0001357	Amel	LOC410776	None Immune
OG0001358	Amel	LOC409095	None Immune
OG0001358	Amel	LOC113219092	None Immune
OG0001359	Amel	LOC725453	None Immune
OG0001359	Amel	LOC113219236	None Immune
OG0001360	Amel	LOC725438	None Immune
OG0001361	Amel	LOC410515	Immune
OG0001362	Amel	LOC726906	None Immune
OG0001363	Amel	LOC725579	None Immune
OG0001365	Amel	LOC100577988	None Immune
OG0001366	Amel	LOC410307	None Immune
OG0001367	Amel	LOC100578388	None Immune
OG0001368	Amel	LOC412508	None Immune
OG0001369	Amel	LOC552027	None Immune
OG0001370	Amel	LOC727023	None Immune
OG0001371	Amel	LOC409699	None Immune
OG0001372	Amel	LOC412431	None Immune
OG0001373	Amel	LOC410517	None Immune
OG0001374	Amel	LOC552108	None Immune
OG0001375	Amel	LOC409539	None Immune
OG0001376	Amel	Rps8	None Immune
OG0001377	Amel	LOC552082	None Immune
OG0001378	Amel	LOC413724	None Immune
OG0001379	Amel	LOC411856	None Immune
OG0001380	Amel	LOC413385	None Immune
OG0001381	Amel	LOC412612	None Immune
OG0001382	Amel	LOC409168	None Immune
OG0001383	Amel	LOC414001	None Immune
OG0001384	Amel	LOC413504	None Immune
OG0001385	Amel	LOC412599	None Immune
OG0001386	Amel	LOC726961	None Immune
OG0001387	Amel	LOC410469	None Immune
OG0001388	Amel	LOC412721	None Immune
OG0001389	Amel	LOC725848	None Immune
OG0001390	Amel	LOC413495	None Immune
OG0001391	Amel	LOC725697	None Immune
OG0001392	Amel	LOC409262	None Immune
OG0001393	Amel	LOC409857	None Immune
OG0001394	Amel	LOC107964132	None Immune
OG0001394	Amel	LOC113218665	None Immune
OG0001395	Amel	LOC100576125	None Immune
OG0001396	Amel	LOC552601	None Immune
OG0001397	Amel	LOC726726	None Immune
OG0001398	Amel	5-ht7	None Immune
OG0001399	Amel	Syx1A	None Immune
OG0001400	Amel	LOC410676	None Immune
OG0001401	Amel	LOC410672	None Immune
OG0001402	Amel	LOC727306	None Immune
OG0001403	Amel	LOC409831	None Immune
OG0001404	Amel	LOC726339	None Immune
OG0001405	Amel	LOC727004	None Immune
OG0001406	Amel	LOC414011	None Immune
OG0001407	Amel	LOC726240	None Immune
OG0001408	Amel	LOC726538	None Immune
OG0001409	Amel	LOC413299	None Immune
OG0001410	Amel	LOC724804	None Immune
OG0001411	Amel	LOC412394	None Immune
OG0001412	Amel	Pgrp-s2	Immune
OG0001412	Amel	LOC725158	Immune
OG0001413	Amel	LOC102653947	None Immune
OG0001414	Amel	LOC724598	None Immune
OG0001415	Amel	Ecr	None Immune
OG0001416	Amel	LOC408302	None Immune
OG0001417	Amel	LOC552657	None Immune
OG0001418	Amel	LOC552624	None Immune
OG0001419	Amel	LOC551881	None Immune
OG0001420	Amel	LOC724832	None Immune
OG0001421	Amel	LOC551970	Immune
OG0001422	Amel	LOC412331	None Immune
OG0001423	Amel	LOC725357	None Immune
OG0001424	Amel	LOC409806	None Immune
OG0001425	Amel	LOC412386	None Immune
OG0001426	Amel	LOC727456	None Immune
OG0001427	Amel	LOC408790	None Immune
OG0001428	Amel	LOC724653	None Immune
OG0001429	Amel	LOC409294	None Immune
OG0001430	Amel	LOC551102	None Immune
OG0001431	Amel	LOC727418	Immune
OG0001432	Amel	LOC552282	None Immune
OG0001433	Amel	LOC725668	None Immune
OG0001434	Amel	LOC102654736	None Immune
OG0001435	Amel	LOC725536	None Immune
OG0001436	Amel	LOC113218534	None Immune
OG0001437	Amel	LOC102654889	None Immune
OG0001438	Amel	LOC408562	None Immune
OG0001439	Amel	LOC409910	None Immune
OG0001441	Amel	LOC100576231	None Immune
OG0001441	Amel	LOC113219408	None Immune
OG0001442	Amel	LOC408455	None Immune
OG0001443	Amel	LOC725156	None Immune
OG0001444	Amel	LOC412611	None Immune
OG0001445	Amel	LOC409228	Immune
OG0001446	Amel	LOC726251	None Immune
OG0001447	Amel	LOC100576402	None Immune
OG0001448	Amel	LOC725780	None Immune
OG0001449	Amel	LOC725151	None Immune
OG0001450	Amel	LOC551157	None Immune
OG0001451	Amel	LOC100578976	None Immune
OG0001452	Amel	LOC409904	None Immune
OG0001453	Amel	LOC412662	None Immune
OG0001454	Amel	LOC552809	None Immune
OG0001455	Amel	LOC411581	None Immune
OG0001456	Amel	LOC411531	None Immune
OG0001457	Amel	LOC412235	Immune
OG0001458	Amel	LOC725550	None Immune
OG0001459	Amel	LOC100578877	None Immune
OG0001460	Amel	LOC102654395	None Immune
OG0001461	Amel	LOC409756	None Immune
OG0001462	Amel	LOC411585	None Immune
OG0001463	Amel	LOC413947	None Immune
OG0001464	Amel	LOC409060	None Immune
OG0001464	Amel	LOC113218812	None Immune
OG0001465	Amel	Oa1	None Immune
OG0001466	Amel	LOC550987	None Immune
OG0001467	Amel	LOC107965233	None Immune
OG0001468	Amel	LOC410563	None Immune
OG0001468	Amel	LOC113218540	None Immune
OG0001469	Amel	LOC725336	None Immune
OG0001470	Amel	LOC412885	None Immune
OG0001471	Amel	LOC412629	None Immune
OG0001472	Amel	LOC552069	None Immune
OG0001472	Amel	LOC100577856	None Immune
OG0001473	Amel	LOC726470	None Immune
OG0001474	Amel	LOC100576534	None Immune
OG0001475	Amel	LOC551587	Putative Immune
OG0001476	Amel	LOC413884	None Immune
OG0001477	Amel	LOC412445	None Immune
OG0001478	Amel	LOC551684	None Immune
OG0001479	Amel	LOC551283	None Immune
OG0001480	Amel	LOC724876	None Immune
OG0001481	Amel	LOC551269	None Immune
OG0001482	Amel	LOC100577575	None Immune
OG0001483	Amel	LOC551434	None Immune
OG0001484	Amel	LOC726227	None Immune
OG0001485	Amel	LOC726392	None Immune
OG0001486	Amel	LOC550981	None Immune
OG0001487	Amel	LOC100578035	None Immune
OG0001488	Amel	LOC410398	None Immune
OG0001489	Amel	LOC408395	Putative Immune
OG0001490	Amel	LOC100578752	None Immune
OG0001491	Amel	LOC411466	None Immune
OG0001492	Amel	LOC726629	None Immune
OG0001493	Amel	LOC412770	None Immune
OG0001494	Amel	LOC724350	None Immune
OG0001495	Amel	LOC726637	Immune
OG0001496	Amel	LOC100577359	None Immune
OG0001497	Amel	LOC410933	None Immune
OG0001498	Amel	LOC100576703	None Immune
OG0001499	Amel	LOC550673	None Immune
OG0001500	Amel	LOC552185	None Immune
OG0001501	Amel	LOC551154	None Immune
OG0001502	Amel	LOC411595	None Immune
OG0001503	Amel	LOC100577386	None Immune
OG0001504	Amel	LOC725334	None Immune
OG0001505	Amel	LOC408725	None Immune
OG0001506	Amel	LOC409877	None Immune
OG0001507	Amel	LOC552112	None Immune
OG0001508	Amel	LOC410154	None Immune
OG0001509	Amel	LOC408319	None Immune
OG0001510	Amel	LOC724269	None Immune
OG0001511	Amel	LOC551213	None Immune
OG0001512	Amel	LOC113219250	None Immune
OG0001513	Amel	LOC102655249	None Immune
OG0001514	Amel	LOC100578726	None Immune
OG0001515	Amel	LOC551259	None Immune
OG0001516	Amel	LOC408515	None Immune
OG0001517	Amel	LOC552784	None Immune
OG0001518	Amel	LOC413427	None Immune
OG0001519	Amel	LOC724593	None Immune
OG0001520	Amel	LOC408512	None Immune
OG0001521	Amel	LOC113219086	None Immune
OG0001522	Amel	LOC410585	None Immune
OG0001523	Amel	LOC724666	None Immune
OG0001524	Amel	LOC552063	None Immune
OG0001525	Amel	LOC100577156	Putative Immune
OG0001525	Amel	LOC413705	Putative Immune
OG0001526	Amel	LOC724809	None Immune
OG0001527	Amel	LOC409450	None Immune
OG0001528	Amel	LOC550724	None Immune
OG0001529	Amel	LOC411060	None Immune
OG0001530	Amel	LOC413228	None Immune
OG0001531	Amel	LOC113218993	None Immune
OG0001531	Amel	LOC100578093	None Immune
OG0001532	Amel	LOC100576412	None Immune
OG0001534	Amel	LOC725566	None Immune
OG0001535	Amel	LOC411607	None Immune
OG0001536	Amel	LOC411406	None Immune
OG0001537	Amel	LOC411265	None Immune
OG0001538	Amel	LOC551742	None Immune
OG0001539	Amel	LOC409574	None Immune
OG0001540	Amel	LOC724310	None Immune
OG0001541	Amel	LOC113218568	None Immune
OG0001542	Amel	LOC100577418	None Immune
OG0001543	Amel	LOC409183	None Immune
OG0001544	Amel	LOC410755	None Immune
OG0001545	Amel	LOC411591	None Immune
OG0001546	Amel	LOC724616	None Immune
OG0001547	Amel	LOC726545	None Immune
OG0001547	Amel	LOC726560	None Immune
OG0001547	Amel	LOC726578	None Immune
OG0001548	Amel	LOC552089	None Immune
OG0001549	Amel	LOC411673	None Immune
OG0001550	Amel	LOC726119	None Immune
OG0001551	Amel	LOC552117	None Immune
OG0001552	Amel	LOC726493	None Immune
OG0001553	Amel	LOC551353	None Immune
OG0001554	Amel	LOC552692	None Immune
OG0001555	Amel	LOC409748	None Immune
OG0001556	Amel	LOC413807	None Immune
OG0001557	Amel	LOC412969	None Immune
OG0001558	Amel	LOC413573	None Immune
OG0001559	Amel	LOC552497	None Immune
OG0001560	Amel	LOC724994	None Immune
OG0001561	Amel	LOC551732	None Immune
OG0001563	Amel	LOC409142	None Immune
OG0001564	Amel	LOC413550	None Immune
OG0001565	Amel	LOC410992	None Immune
OG0001566	Amel	LOC408959	None Immune
OG0001567	Amel	LOC408774	None Immune
OG0001568	Amel	LOC551628	None Immune
OG0001569	Amel	LOC408769	None Immune
OG0001570	Amel	LOC413616	None Immune
OG0001571	Amel	LOC550918	None Immune
OG0001572	Amel	LOC414051	None Immune
OG0001573	Amel	LOC412540	None Immune
OG0001574	Amel	LOC100577693	None Immune
OG0001575	Amel	LOC413814	None Immune
OG0001576	Amel	LOC552439	None Immune
OG0001577	Amel	LOC107964884	None Immune
OG0001578	Amel	LOC409394	None Immune
OG0001579	Amel	LOC100578910	None Immune
OG0001580	Amel	LOC408801	None Immune
OG0001581	Amel	LOC409598	None Immune
OG0001582	Amel	LOC726280	None Immune
OG0001582	Amel	LOC726332	None Immune
OG0001583	Amel	LOC552101	None Immune
OG0001584	Amel	LOC551476	None Immune
OG0001585	Amel	LOC100577635	None Immune
OG0001586	Amel	LOC410792	None Immune
OG0001587	Amel	nanos	None Immune
OG0001588	Amel	LOC725481	None Immune
OG0001589	Amel	LOC102654594	None Immune
OG0001590	Amel	LOC552074	None Immune
OG0001591	Amel	LOC100578498	None Immune
OG0001592	Amel	LOC408981	None Immune
OG0001593	Amel	LOC408715	None Immune
OG0001594	Amel	LOC724196	None Immune
OG0001595	Amel	LOC724587	None Immune
OG0001596	Amel	LOC551223	Putative Immune
OG0001597	Amel	LOC724969	None Immune
OG0001598	Amel	LOC552257	None Immune
OG0001599	Amel	LOC726918	None Immune
OG0001600	Amel	LOC726667	None Immune
OG0001601	Amel	LOC724335	None Immune
OG0001602	Amel	LOC410293	None Immune
OG0001603	Amel	LOC102654353	None Immune
OG0001604	Amel	LOC100577763	None Immune
OG0001605	Amel	LOC552371	None Immune
OG0001606	Amel	LOC408532	None Immune
OG0001607	Amel	LOC725915	None Immune
OG0001608	Amel	LOC413029	None Immune
OG0001609	Amel	LOC409077	None Immune
OG0001610	Amel	LOC551582	Putative Immune
OG0001611	Amel	LOC550700	None Immune
OG0001612	Amel	LOC100576956	None Immune
OG0001613	Amel	LOC413460	None Immune
OG0001614	Amel	LOC102654012	None Immune
OG0001615	Amel	LOC409429	None Immune
OG0001616	Amel	LOC552595	None Immune
OG0001617	Amel	LOC725840	None Immune
OG0001618	Amel	LOC725105	None Immune
OG0001619	Amel	LOC100576838	Putative Immune
OG0001620	Amel	LOC725119	None Immune
OG0001621	Amel	LOC725930	None Immune
OG0001622	Amel	LOC412009	None Immune
OG0001624	Amel	LOC726241	None Immune
OG0001625	Amel	Cdk5	None Immune
OG0001626	Amel	LOC410117	None Immune
OG0001627	Amel	LOC413052	None Immune
OG0001628	Amel	LOC409136	None Immune
OG0001629	Amel	LOC551162	None Immune
OG0001630	Amel	LOC552652	None Immune
OG0001631	Amel	LOC100577263	None Immune
OG0001632	Amel	LOC409604	None Immune
OG0001633	Amel	LOC551702	None Immune
OG0001634	Amel	LOC412011	None Immune
OG0001635	Amel	LOC412074	None Immune
OG0001636	Amel	LOC413657	None Immune
OG0001637	Amel	LOC552676	None Immune
OG0001638	Amel	LOC409781	None Immune
OG0001639	Amel	LOC413128	Putative Immune
OG0001641	Amel	LOC727354	None Immune
OG0001642	Amel	LOC408373	None Immune
OG0001643	Amel	LOC414035	None Immune
OG0001644	Amel	LOC551396	None Immune
OG0001645	Amel	LOC100577449	None Immune
OG0001646	Amel	KAT2A	None Immune
OG0001647	Amel	LOC413376	None Immune
OG0001648	Amel	LOC414029	None Immune
OG0001649	Amel	LOC100578201	None Immune
OG0001650	Amel	LOC725646	None Immune
OG0001651	Amel	LOC551665	None Immune
OG0001652	Amel	LOC413378	None Immune
OG0001653	Amel	LOC408420	None Immune
OG0001654	Amel	Tspan6	None Immune
OG0001655	Amel	LOC551953	None Immune
OG0001656	Amel	LOC726054	None Immune
OG0001657	Amel	LOC100577091	None Immune
OG0001658	Amel	LOC100577050	None Immune
OG0001659	Amel	LOC113219358	None Immune
OG0001660	Amel	LOC100577113	None Immune
OG0001660	Amel	LOC113218550	None Immune
OG0001678	Amel	LOC100577348	None Immune
OG0001679	Amel	LOC408411	None Immune
OG0001680	Amel	LOC412839	None Immune
OG0001681	Amel	LOC413470	None Immune
OG0001682	Amel	LOC552277	None Immune
OG0001683	Amel	LOC724776	None Immune
OG0001684	Amel	LOC724808	None Immune
OG0001685	Amel	LOC726323	Putative Immune
OG0001686	Amel	LOC413350	None Immune
OG0001687	Amel	LOC409091	None Immune
OG0001688	Amel	LOC411671	None Immune
OG0001689	Amel	LOC550806	None Immune
OG0001690	Amel	LOC102654653	None Immune
OG0001691	Amel	LOC724642	Putative Immune
OG0001692	Amel	LOC551579	None Immune
OG0001693	Amel	LOC724592	None Immune
OG0001694	Amel	LOC413310	None Immune
OG0001695	Amel	LOC410194	None Immune
OG0001696	Amel	LOC409000	None Immune
OG0001697	Amel	LOC409173	Putative Immune
OG0001698	Amel	LOC725218	None Immune
OG0001699	Amel	LOC408882	None Immune
OG0001700	Amel	LOC727432	None Immune
OG0001701	Amel	LOC409665	None Immune
OG0001702	Amel	LOC727202	None Immune
OG0001703	Amel	LOC413368	None Immune
OG0001704	Amel	LOC412362	None Immune
OG0001705	Amel	LOC724784	None Immune
OG0001706	Amel	LOC412523	None Immune
OG0001707	Amel	LOC552115	None Immune
OG0001708	Amel	LOC724720	None Immune
OG0001709	Amel	LOC100578105	None Immune
OG0001710	Amel	LOC102653893	None Immune
OG0001711	Amel	LOC414009	None Immune
OG0001712	Amel	LOC409810	None Immune
OG0001713	Amel	LOC551133	None Immune
OG0001714	Amel	LOC411157	None Immune
OG0001715	Amel	LOC411849	None Immune
OG0001716	Amel	LOC412480	None Immune
OG0001717	Amel	LOC726235	None Immune
OG0001718	Amel	LOC726416	None Immune
OG0001719	Amel	LOC725258	None Immune
OG0001720	Amel	LOC724535	None Immune
OG0001721	Amel	LOC411490	None Immune
OG0001722	Amel	LOC410027	None Immune
OG0001723	Amel	LOC724363	None Immune
OG0001724	Amel	LOC552574	None Immune
OG0001725	Amel	LOC411417	None Immune
OG0001726	Amel	LOC413915	None Immune
OG0001727	Amel	LOC413736	None Immune
OG0001728	Amel	LOC413271	None Immune
OG0001729	Amel	LOC409673	None Immune
OG0001730	Amel	LOC412093	None Immune
OG0001731	Amel	LOC107965045	None Immune
OG0001732	Amel	LOC726270	None Immune
OG0001733	Amel	LOC726312	None Immune
OG0001734	Amel	Tmem98	None Immune
OG0001735	Amel	LOC408559	None Immune
OG0001736	Amel	LOC410642	None Immune
OG0001737	Amel	LOC551459	None Immune
OG0001738	Amel	LOC411380	None Immune
OG0001739	Amel	LOC100577452	None Immune
OG0001740	Amel	LOC411202	None Immune
OG0001741	Amel	LOC551903	None Immune
OG0001742	Amel	LOC409717	None Immune
OG0001743	Amel	LOC551470	None Immune
OG0001744	Amel	LOC102656501	None Immune
OG0001745	Amel	LOC724891	None Immune
OG0001746	Amel	LOC552384	None Immune
OG0001747	Amel	Nrk1	None Immune
OG0001748	Amel	LOC409353	None Immune
OG0001749	Amel	LOC552487	None Immune
OG0001750	Amel	LOC409409	None Immune
OG0001751	Amel	LOC551361	None Immune
OG0001752	Amel	LOC727261	None Immune
OG0001753	Amel	LOC413179	None Immune
OG0001754	Amel	LOC100576968	None Immune
OG0001755	Amel	LOC552596	None Immune
OG0001756	Amel	LOC408988	None Immune
OG0001757	Amel	LOC726338	None Immune
OG0001758	Amel	LOC408478	Putative Immune
OG0001759	Amel	LOC414033	None Immune
OG0001760	Amel	LOC409456	None Immune
OG0001761	Amel	LOC724218	None Immune
OG0001762	Amel	LOC552523	Putative Immune
OG0001762	Amel	LOC409058	Putative Immune
OG0001763	Amel	LOC411693	None Immune
OG0001764	Amel	LOC100576983	None Immune
OG0001765	Amel	LOC552850	None Immune
OG0001766	Amel	LOC726068	None Immune
OG0001767	Amel	LOC409600	None Immune
OG0001768	Amel	LOC410227	Putative Immune
OG0001769	Amel	LOC409667	Immune
OG0001770	Amel	LOC409903	None Immune
OG0001771	Amel	LOC726167	None Immune
OG0001772	Amel	LOC409017	None Immune
OG0001773	Amel	LOC726977	None Immune
OG0001774	Amel	LOC550822	None Immune
OG0001775	Amel	LOC411305	None Immune
OG0001776	Amel	LOC409902	None Immune
OG0001777	Amel	LOC409783	None Immune
OG0001778	Amel	LOC102653763	None Immune
OG0001779	Amel	LOC409602	None Immune
OG0001780	Amel	LOC550924	None Immune
OG0001781	Amel	LOC411344	None Immune
OG0001782	Amel	LOC409628	None Immune
OG0001783	Amel	Apime-ASTA	Putative Immune
OG0001784	Amel	TpnI	None Immune
OG0001785	Amel	LOC725144	None Immune
OG0001787	Amel	LOC410872	None Immune
OG0001788	Amel	LOC410871	None Immune
OG0001789	Amel	LOC551130	None Immune
OG0001790	Amel	LOC408826	None Immune
OG0001791	Amel	LOC100577927	None Immune
OG0001792	Amel	LOC409820	None Immune
OG0001793	Amel	LOC413783	None Immune
OG0001794	Amel	LOC551956	None Immune
OG0001795	Amel	LOC100578810	None Immune
OG0001796	Amel	LOC410853	None Immune
OG0001797	Amel	LOC726902	None Immune
OG0001798	Amel	LOC410808	None Immune
OG0001799	Amel	LOC412774	Immune
OG0001800	Amel	LOC726439	None Immune
OG0001801	Amel	LOC552691	None Immune
OG0001802	Amel	LOC724236	None Immune
OG0001803	Amel	LOC552195	None Immune
OG0001804	Amel	LOC100576878	None Immune
OG0001805	Amel	LOC100576912	None Immune
OG0001808	Amel	LOC100577094	None Immune
OG0001809	Amel	LOC410805	None Immune
OG0001810	Amel	Gstcd	None Immune
OG0001811	Amel	LOC552486	None Immune
OG0001812	Amel	LOC725884	None Immune
OG0001813	Amel	LOC413001	None Immune
OG0001814	Amel	LOC100577967	None Immune
OG0001815	Amel	LOC551540	None Immune
OG0001816	Amel	LOC409923	None Immune
OG0001817	Amel	LOC726188	None Immune
OG0001819	Amel	LOC411953	None Immune
OG0001820	Amel	LOC102656116	None Immune
OG0001821	Amel	LOC100576182	None Immune
OG0001822	Amel	LOC102656198	None Immune
OG0001823	Amel	LOC107964958	None Immune
OG0001824	Amel	LOC100576640	None Immune
OG0001825	Amel	LOC552414	None Immune
OG0001826	Amel	LOC552433	None Immune
OG0001827	Amel	LOC409522	None Immune
OG0001828	Amel	osp	None Immune
OG0001829	Amel	LOC412619	None Immune
OG0001830	Amel	LOC100577080	None Immune
OG0001831	Amel	LOC724369	None Immune
OG0001832	Amel	LOC408865	None Immune
OG0001833	Amel	LOC413063	None Immune
OG0001834	Amel	LOC412858	None Immune
OG0001835	Amel	LOC413020	None Immune
OG0001836	Amel	LOC411261	None Immune
OG0001837	Amel	LOC413021	None Immune
OG0001838	Amel	LOC100577996	None Immune
OG0001839	Amel	LOC551700	None Immune
OG0001840	Amel	LOC724395	Putative Immune
OG0001841	Amel	LOC409159	Putative Immune
OG0001842	Amel	LOC413738	None Immune
OG0001843	Amel	LOC102656245	None Immune
OG0001844	Amel	LOC410462	None Immune
OG0001845	Amel	LOC726915	None Immune
OG0001846	Amel	LOC408432	None Immune
OG0001847	Amel	LOC726547	None Immune
OG0001848	Amel	LOC100578957	None Immune
OG0001849	Amel	LOC411909	None Immune
OG0001850	Amel	LOC410441	None Immune
OG0001851	Amel	LOC102654920	None Immune
OG0001852	Amel	LOC551293	None Immune
OG0001853	Amel	LOC726164	None Immune
OG0001854	Amel	LOC726060	None Immune
OG0001855	Amel	LOC551705	None Immune
OG0001856	Amel	LOC408944	None Immune
OG0001857	Amel	LOC410039	None Immune
OG0001858	Amel	LOC102655520	None Immune
OG0001859	Amel	LOC725660	None Immune
OG0001860	Amel	LOC408901	None Immune
OG0001862	Amel	LOC552377	None Immune
OG0001863	Amel	LOC410438	None Immune
OG0001864	Amel	LOC102655054	None Immune
OG0001865	Amel	LOC410406	None Immune
OG0001866	Amel	LOC102656029	None Immune
OG0001867	Amel	LOC409068	None Immune
OG0001868	Amel	LOC551791	None Immune
OG0001869	Amel	LOC410685	None Immune
OG0001870	Amel	LOC411723	None Immune
OG0001871	Amel	LOC551205	None Immune
OG0001872	Amel	LOC100577986	None Immune
OG0001873	Amel	LOC552295	None Immune
OG0001874	Amel	LOC413499	None Immune
OG0001875	Amel	LOC413260	None Immune
OG0001876	Amel	LOC551158	None Immune
OG0001877	Amel	LOC725460	None Immune
OG0001878	Amel	LOC552835	None Immune
OG0001879	Amel	LOC724681	None Immune
OG0001880	Amel	LOC724796	None Immune
OG0001881	Amel	LOC552151	None Immune
OG0001882	Amel	LOC411597	None Immune
OG0001883	Amel	LOC100577687	None Immune
OG0001884	Amel	LOC411181	None Immune
OG0001885	Amel	LOC113218561	Immune
OG0001885	Amel	LOC411639	Immune
OG0001886	Amel	LOC413071	None Immune
OG0001887	Amel	TpnT	None Immune
OG0001888	Amel	LOC414037	None Immune
OG0001889	Amel	LOC552602	None Immune
OG0001890	Amel	LOC414038	None Immune
OG0001891	Amel	LOC409329	None Immune
OG0001892	Amel	RCC1	None Immune
OG0001893	Amel	PDHB	None Immune
OG0001894	Amel	LOC413822	None Immune
OG0001895	Amel	LOC409594	None Immune
OG0001896	Amel	LOC100576662	None Immune
OG0001897	Amel	LOC412948	None Immune
OG0001898	Amel	LOC411182	None Immune
OG0001899	Amel	LOC725387	None Immune
OG0001900	Amel	LOC410751	None Immune
OG0001901	Amel	LOC727019	None Immune
OG0001902	Amel	LOC100576543	None Immune
OG0001903	Amel	LOC412679	None Immune
OG0001904	Amel	LOC411410	None Immune
OG0001905	Amel	LOC100578534	Immune
OG0001906	Amel	LOC413313	None Immune
OG0001907	Amel	LOC409637	None Immune
OG0001908	Amel	LOC724870	None Immune
OG0001909	Amel	LOC410922	None Immune
OG0001910	Amel	LOC551756	None Immune
OG0001911	Amel	LOC551125	None Immune
OG0001912	Amel	LOC410140	None Immune
OG0001913	Amel	LOC726903	None Immune
OG0001914	Amel	LOC408871	Putative Immune
OG0001915	Amel	LOC724747	None Immune
OG0001916	Amel	LOC725592	None Immune
OG0001917	Amel	LOC412481	None Immune
OG0001918	Amel	LOC410487	None Immune
OG0001919	Amel	LOC412169	None Immune
OG0001920	Amel	LOC724859	None Immune
OG0001921	Amel	LOC408888	None Immune
OG0001922	Amel	Gat-1B	None Immune
OG0001923	Amel	LOC552669	None Immune
OG0001924	Amel	LOC412254	None Immune
OG0001925	Amel	LOC409814	None Immune
OG0001927	Amel	LOC413510	None Immune
OG0001928	Amel	LOC412985	None Immune
OG0001929	Amel	LOC551066	None Immune
OG0001930	Amel	LOC725135	None Immune
OG0001931	Amel	LOC410940	None Immune
OG0001932	Amel	LOC551168	None Immune
OG0001933	Amel	LOC408955	None Immune
OG0001934	Amel	LOC410241	None Immune
OG0001935	Amel	LOC408936	None Immune
OG0001936	Amel	LOC551855	None Immune
OG0001937	Amel	LOC411893	None Immune
OG0001938	Amel	LOC102656661	None Immune
OG0001939	Amel	LOC413185	None Immune
OG0001940	Amel	LOC724977	None Immune
OG0001941	Amel	LOC100576471	None Immune
OG0001942	Amel	LOC409920	Immune
OG0001943	Amel	LOC725489	None Immune
OG0001944	Amel	LOC100576586	None Immune
OG0001945	Amel	LOC727447	None Immune
OG0001946	Amel	LOC100577385	None Immune
OG0001947	Amel	LOC100576348	None Immune
OG0001948	Amel	LOC408922	None Immune
OG0001949	Amel	LOC409733	None Immune
OG0001950	Amel	LOC552374	None Immune
OG0001951	Amel	LOC412613	None Immune
OG0001952	Amel	LOC724617	None Immune
OG0001953	Amel	LOC408415	None Immune
OG0001954	Amel	LOC551844	None Immune
OG0001956	Amel	LOC410663	None Immune
OG0001957	Amel	LOC410414	None Immune
OG0001958	Amel	LOC409793	None Immune
OG0001959	Amel	LOC408397	None Immune
OG0001960	Amel	LOC726110	None Immune
OG0001961	Amel	LOC409100	None Immune
