Orthogroup	Species	GeneID
OG0005181	Amel	Rpn1
OG0005182	Amel	LOC411837
OG0005183	Amel	LOC726030
OG0005184	Amel	LOC552090
OG0005185	Amel	LOC102655243
OG0005186	Amel	LOC408631
OG0005187	Amel	LOC552823
OG0005188	Amel	LOC725596
OG0005189	Amel	LOC412025
OG0005190	Amel	LOC551635
OG0005191	Amel	LOC724937
OG0005192	Amel	LOC411338
OG0005193	Amel	LOC411336
OG0005194	Amel	LOC551668
OG0005195	Amel	LOC410201
OG0005196	Amel	LOC100578769
OG0005197	Amel	LOC410775
OG0005198	Amel	LOC552340
OG0005199	Amel	LOC726077
OG0005200	Amel	LOC412158
OG0005201	Amel	LOC412476
OG0005202	Amel	LOC100576993
OG0005203	Amel	LOC107964764
OG0005204	Amel	LOC411218
OG0005205	Amel	LOC724285
OG0005206	Amel	LOC411217
OG0005207	Amel	LOC107964839
OG0005208	Amel	LOC100578450
OG0005209	Amel	LOC551826
OG0005210	Amel	LOC413289
OG0005211	Amel	LOC552293
OG0005212	Amel	LOC410038
OG0005213	Amel	LOC411589
OG0005214	Amel	LOC412491
OG0005215	Amel	LOC409498
OG0005216	Amel	LOC725210
OG0005217	Amel	LOC406073
OG0005218	Amel	LOC725074
OG0005219	Amel	LOC724742
OG0005220	Amel	LOC411809
OG0005222	Amel	LOC408556
OG0005223	Amel	LOC724917
OG0005224	Amel	LOC412728
OG0005225	Amel	LOC411091
OG0005226	Amel	LOC724700
OG0005227	Amel	LOC408862
OG0005228	Amel	LOC552484
OG0005229	Amel	LOC727285
OG0005230	Amel	LOC552247
OG0005231	Amel	LOC724142
OG0005232	Amel	Cryl1
OG0005233	Amel	LOC724474
OG0005234	Amel	LOC551913
OG0005235	Amel	LOC409554
OG0005236	Amel	LOC107966040
OG0005237	Amel	LOC409264
OG0005238	Amel	LOC408267
OG0005239	Amel	LOC113218521
OG0005240	Amel	LOC412859
OG0005241	Amel	LOC551243
OG0005242	Amel	LOC551928
OG0005243	Amel	LOC725748
OG0005244	Amel	LOC725495
OG0005245	Amel	LOC408586
OG0005246	Amel	LOC100577019
OG0005247	Amel	LOC724646
OG0005248	Amel	LOC413928
OG0005249	Amel	Gat-a
OG0005250	Amel	LOC725891
OG0005251	Amel	LOC408706
OG0005252	Amel	LOC725757
OG0005253	Amel	LOC725625
OG0005254	Amel	LOC102654146
OG0005255	Amel	LOC408708
OG0005256	Amel	LOC409158
OG0005257	Amel	LOC102654955
OG0005258	Amel	LOC411685
OG0005259	Amel	Obp5
OG0005260	Amel	Obp6
OG0005261	Amel	LOC724407
OG0005262	Amel	LOC408331
OG0005263	Amel	LOC408329
OG0005264	Amel	LOC410669
OG0005265	Amel	LOC551893
OG0005266	Amel	LOC410671
OG0005267	Amel	LOC410674
OG0005268	Amel	LOC725079
OG0005269	Amel	LOC552142
OG0005270	Amel	LOC412076
OG0005271	Amel	LOC725588
OG0005272	Amel	LOC551680
OG0005273	Amel	LOC113218522
OG0005274	Amel	LOC413558
OG0005275	Amel	LOC410282
OG0005276	Amel	LOC551912
OG0005277	Amel	LOC725239
OG0005278	Amel	LOC410673
OG0005279	Amel	LOC410136
OG0005280	Amel	LOC412580
OG0005281	Amel	LOC725965
OG0005282	Amel	LOC409358
OG0005283	Amel	LOC551355
OG0005284	Amel	LOC725807
OG0005285	Amel	LOC726419
OG0005286	Amel	LOC550780
OG0005287	Amel	LOC551445
OG0005288	Amel	LOC725558
OG0005289	Amel	LOC727599
OG0005290	Amel	LOC411653
OG0005291	Amel	LOC410017
OG0005292	Amel	LOC410018
OG0005293	Amel	LOC552287
OG0005294	Amel	LOC409280
OG0005295	Amel	LOC552710
OG0005296	Amel	LOC412745
OG0005297	Amel	LOC727591
OG0005298	Amel	LOC411103
OG0005299	Amel	LOC100577351
OG0005300	Amel	LOC724247
OG0005301	Amel	LOC410387
OG0005302	Amel	LOC412056
OG0005303	Amel	LOC552009
OG0005304	Amel	LOC409912
OG0005305	Amel	LOC100578345
OG0005306	Amel	LOC409529
OG0005307	Amel	LOC724802
OG0005308	Amel	LOC552755
OG0005309	Amel	LOC725315
OG0005310	Amel	LOC412409
OG0005311	Amel	LOC552031
OG0005312	Amel	LOC725615
OG0005313	Amel	LOC412414
OG0005314	Amel	LOC551401
OG0005315	Amel	LOC551338
OG0005316	Amel	LOC551165
OG0005317	Amel	LOC725928
OG0005318	Amel	LOC100577823
OG0005319	Amel	LOC413614
OG0005320	Amel	LOC724546
OG0005321	Amel	Y-f
OG0005322	Amel	LOC410657
OG0005323	Amel	LOC413948
OG0005324	Amel	LOC413224
OG0005325	Amel	LOC100578662
OG0005326	Amel	LOC410637
OG0005327	Amel	LOC408897
OG0005328	Amel	LOC725241
OG0005329	Amel	LOC408898
OG0005330	Amel	LOC725408
OG0005331	Amel	LOC410295
OG0005332	Amel	LOC410296
OG0005333	Amel	LOC410297
OG0005334	Amel	LOC725501
OG0005335	Amel	LOC409736
OG0005336	Amel	LOC410078
OG0005337	Amel	LOC100578220
OG0005338	Amel	LOC552686
OG0005339	Amel	LOC100579055
OG0005340	Amel	LOC725918
OG0005341	Amel	LOC726824
OG0005342	Amel	LOC411374
OG0005343	Amel	LOC724465
OG0005344	Amel	LOC409822
OG0005345	Amel	LOC413977
OG0005346	Amel	LOC727025
OG0005347	Amel	LOC413250
OG0005348	Amel	LOC409387
OG0005349	Amel	LOC412393
OG0005350	Amel	LOC724591
OG0005351	Amel	LOC411187
OG0005352	Amel	LOC411188
OG0005353	Amel	LOC725482
OG0005354	Amel	LOC412876
OG0005355	Amel	LOC725393
OG0005356	Amel	LOC409187
OG0005357	Amel	LOC411568
OG0005358	Amel	LOC551406
OG0005359	Amel	LOC100577694
OG0005360	Amel	LOC726453
OG0005361	Amel	LOC100576974
OG0005362	Amel	LOC102654510
OG0005363	Amel	LOC409755
OG0005364	Amel	LOC412975
OG0005365	Amel	LOC552505
OG0005366	Amel	LOC100576497
OG0005367	Amel	LOC724378
OG0005368	Amel	LOC408416
OG0005369	Amel	LOC408417
OG0005370	Amel	LOC726993
OG0005371	Amel	LOC408291
OG0005372	Amel	LOC726272
OG0005373	Amel	LOC552105
OG0005374	Amel	LOC412008
OG0005375	Amel	LOC725595
OG0005376	Amel	LOC408285
OG0005377	Amel	LOC102656107
OG0005378	Amel	LOC550686
OG0005379	Amel	LOC412070
OG0005380	Amel	LOC552585
OG0005381	Amel	LOC100578735
OG0005382	Amel	LOC413907
OG0005383	Amel	LOC410207
OG0005384	Amel	LOC410127
OG0005385	Amel	LOC552288
OG0005386	Amel	LOC552058
OG0005387	Amel	LOC724311
OG0005388	Amel	LOC102655284
OG0005389	Amel	LOC100577600
OG0005390	Amel	LOC726482
OG0005391	Amel	LOC409089
OG0005392	Amel	LOC411215
OG0005393	Amel	LOC552088
OG0005394	Amel	LOC409103
OG0005395	Amel	LOC411505
OG0005396	Amel	LOC411960
OG0005397	Amel	LOC551733
OG0005398	Amel	LOC100576098
OG0005399	Amel	LOC409856
OG0005400	Amel	LOC726463
OG0005401	Amel	LOC408868
OG0005402	Amel	LOC725744
OG0005403	Amel	LOC412097
OG0005404	Amel	LOC724486
OG0005405	Amel	LOC100576600
OG0005406	Amel	LOC724778
OG0005407	Amel	LOC724810
OG0005408	Amel	LOC413987
OG0005409	Amel	LOC725432
OG0005410	Amel	LOC413474
OG0005411	Amel	LOC551617
OG0005412	Amel	LOC726754
OG0005413	Amel	LOC413950
OG0005414	Amel	LOC552524
OG0005415	Amel	LOC726778
OG0005416	Amel	LOC724947
OG0005417	Amel	LOC100578314
OG0005418	Amel	LOC410936
OG0005419	Amel	LOC412929
OG0005420	Amel	LOC411904
OG0005421	Amel	LOC727277
OG0005422	Amel	LOC412295
OG0005423	Amel	LOC413448
OG0005424	Amel	LOC411563
OG0005425	Amel	LOC408759
OG0005426	Amel	LOC408762
OG0005427	Amel	LOC408761
OG0005428	Amel	LOC113218647
OG0005429	Amel	LOC412851
OG0005430	Amel	LOC724628
OG0005431	Amel	LOC100577525
OG0005432	Amel	LOC552076
OG0005433	Amel	LOC410091
OG0005434	Amel	LOC552489
OG0005435	Amel	LOC412524
OG0005436	Amel	LOC726870
OG0005437	Amel	Dat
OG0005438	Amel	LOC409457
OG0005439	Amel	LOC100577174
OG0005440	Amel	LOC410970
OG0005441	Amel	LOC102656890
OG0005442	Amel	LOC410885
OG0005443	Amel	LOC408702
OG0005444	Amel	LOC100578514
OG0005445	Amel	LOC412330
OG0005446	Amel	LOC724690
OG0005447	Amel	LOC411871
OG0005448	Amel	LOC409092
OG0005449	Amel	LOC413813
OG0005450	Amel	LOC100578611
OG0005451	Amel	LOC725325
OG0005452	Amel	LOC725012
OG0005453	Amel	LOC409697
OG0005455	Amel	LOC409475
OG0005456	Amel	LOC412944
OG0005457	Amel	LOC552308
OG0005458	Amel	LOC102653862
OG0005459	Amel	LOC724424
OG0005460	Amel	LOC412697
OG0005461	Amel	LOC552307
OG0005462	Amel	LOC413831
OG0005463	Amel	LOC727249
OG0005464	Amel	LOC727247
OG0005465	Amel	LOC551295
OG0005466	Amel	LOC727260
OG0005467	Amel	LOC100577220
OG0005468	Amel	LOC409410
OG0005469	Amel	LOC551349
OG0005470	Amel	LOC552129
OG0005471	Amel	LOC409950
OG0005472	Amel	LOC412516
OG0005473	Amel	LOC100576733
OG0005474	Amel	LOC726053
OG0005475	Amel	LOC551412
OG0005476	Amel	LOC726925
OG0005477	Amel	LOC408705
OG0005478	Amel	LOC413060
OG0005479	Amel	LOC102655332
OG0005480	Amel	LOC409083
OG0005481	Amel	LOC413147
OG0005482	Amel	LOC412734
OG0005483	Amel	LOC409706
OG0005484	Amel	LOC412591
OG0005485	Amel	LOC550808
OG0005486	Amel	LOC411955
OG0005487	Amel	LOC551260
OG0005488	Amel	LOC726051
OG0005489	Amel	LOC727515
OG0005490	Amel	LOC408950
OG0005491	Amel	LOC725268
OG0005492	Amel	LOC100576951
OG0005493	Amel	LOC551201
OG0005494	Amel	LOC409915
OG0005495	Amel	LOC724912
OG0005496	Amel	LOC100578879
OG0005497	Amel	LOC724473
OG0005498	Amel	LOC552841
OG0005499	Amel	LOC724698
OG0005500	Amel	LOC411003
OG0005501	Amel	LOC552451
OG0005502	Amel	LOC552245
OG0005503	Amel	LOC100578779
OG0005504	Amel	LOC412129
OG0005505	Amel	LOC412217
OG0005506	Amel	LOC727027
OG0005507	Amel	LOC412472
OG0005508	Amel	LOC727071
OG0005509	Amel	LOC408457
OG0005510	Amel	LOC411750
OG0005511	Amel	LOC725594
OG0005512	Amel	LOC725515
OG0005513	Amel	LOC100577995
OG0005514	Amel	LOC551778
OG0005515	Amel	LOC409364
OG0005516	Amel	LOC102656425
OG0005517	Amel	LOC410526
OG0005518	Amel	LOC550687
OG0005519	Amel	LOC412130
OG0005520	Amel	LOC410501
OG0005521	Amel	LOC551661
OG0005522	Amel	LOC725019
OG0005523	Amel	LOC409125
OG0005524	Amel	LOC552781
OG0005525	Amel	LOC100578233
OG0005526	Amel	LOC100578714
OG0005527	Amel	LOC724578
OG0005528	Amel	LOC409337
OG0005529	Amel	LOC412013
OG0005530	Amel	LOC410079
OG0005531	Amel	LOC726394
OG0005532	Amel	LOC409653
OG0005533	Amel	LOC724129
OG0005534	Amel	LOC551216
OG0005535	Amel	LOC726633
OG0005536	Amel	LOC725577
OG0005537	Amel	LOC102653793
OG0005538	Amel	LOC725147
OG0005539	Amel	LOC724974
OG0005540	Amel	LOC413439
OG0005541	Amel	LOC724740
OG0005542	Amel	LOC102654773
OG0005542	Amel	LOC102654858
OG0005543	Amel	LOC411036
OG0005544	Amel	LOC100577876
OG0005545	Amel	LOC411492
OG0005546	Amel	LOC410967
OG0005547	Amel	LOC551170
OG0005548	Amel	LOC409335
OG0005549	Amel	LOC100578811
OG0005550	Amel	LOC551118
OG0005551	Amel	LOC408810
OG0005552	Amel	LOC408554
OG0005553	Amel	LOC412926
OG0005554	Amel	LOC551652
OG0005555	Amel	LOC408563
OG0005556	Amel	LOC410658
OG0005557	Amel	LOC413637
OG0005558	Amel	LOC413065
OG0005559	Amel	LOC113218965
OG0005560	Amel	LOC725050
OG0005561	Amel	LOC411279
OG0005562	Amel	LOC100578200
OG0005563	Amel	LOC408970
OG0005564	Amel	LOC725204
OG0005565	Amel	LOC725007
OG0005566	Amel	LOC726000
OG0005567	Amel	LOC411277
OG0005568	Amel	LOC102656529
OG0005569	Amel	LOC725068
OG0005570	Amel	LOC413374
OG0005571	Amel	LOC412081
OG0005572	Amel	LOC552361
OG0005573	Amel	LOC411799
OG0005574	Amel	LOC725850
OG0005575	Amel	LOC724332
OG0005576	Amel	LOC413245
OG0005577	Amel	LOC410687
OG0005578	Amel	LOC100577521
OG0005579	Amel	LOC411473
OG0005580	Amel	LOC409074
OG0005581	Amel	LOC725421
OG0005582	Amel	Obp1
OG0005583	Amel	LOC552032
OG0005584	Amel	LOC412117
OG0005585	Amel	LOC100578061
OG0005586	Amel	LOC412196
OG0005587	Amel	LOC411850
OG0005588	Amel	LOC413873
OG0005589	Amel	LOC551762
OG0005590	Amel	LOC410009
OG0005591	Amel	LOC409282
OG0005592	Amel	LOC726115
OG0005593	Amel	LOC724636
OG0005594	Amel	LOC413679
OG0005595	Amel	LOC409565
OG0005596	Amel	LOC100576774
OG0005597	Amel	LOC725197
OG0005598	Amel	LOC409942
OG0005599	Amel	LOC100576266
OG0005600	Amel	LOC724710
OG0005601	Amel	LOC412187
OG0005602	Amel	LOC413892
OG0005603	Amel	LOC102653748
OG0005604	Amel	LOC726354
OG0005605	Amel	LOC409854
OG0005606	Amel	LOC412388
OG0005607	Amel	LOC102655072
OG0005608	Amel	LOC410022
OG0005609	Amel	LOC413758
OG0005610	Amel	LOC412750
OG0005611	Amel	LOC552753
OG0005612	Amel	LOC412277
OG0005613	Amel	LOC726695
OG0005614	Amel	LOC410257
OG0005615	Amel	LOC552511
OG0005616	Amel	LOC410253
OG0005618	Amel	LOC725952
OG0005619	Amel	LOC725078
OG0005620	Amel	LOC727170
OG0005621	Amel	LOC413430
OG0005622	Amel	LOC551386
OG0005623	Amel	LOC107965508
OG0005624	Amel	LOC413429
OG0005625	Amel	LOC552804
OG0005626	Amel	LOC552746
OG0005627	Amel	LOC413222
OG0005628	Amel	LOC411629
OG0005629	Amel	LOC410489
OG0005630	Amel	LOC102656579
OG0005631	Amel	LOC413946
OG0005632	Amel	LOC409386
OG0005633	Amel	LOC411348
OG0005634	Amel	LOC410705
OG0005635	Amel	LOC411630
OG0005636	Amel	LOC410035
OG0005637	Amel	LOC551173
OG0005638	Amel	LOC726826
OG0005639	Amel	LOC410987
OG0005640	Amel	LOC410986
OG0005641	Amel	LOC552428
OG0005642	Amel	LOC411678
OG0005643	Amel	LOC100577580
OG0005644	Amel	LOC725905
OG0005645	Amel	LOC412234
OG0005646	Amel	LOC551576
OG0005647	Amel	LOC409741
OG0005648	Amel	LOC726874
OG0005649	Amel	LOC409331
OG0005650	Amel	LOC413166
OG0005651	Amel	LOC409788
OG0005652	Amel	LOC411582
OG0005653	Amel	LOC411044
OG0005654	Amel	LOC551852
OG0005655	Amel	LOC551785
OG0005656	Amel	LOC551131
OG0005657	Amel	LOC409560
OG0005658	Amel	LOC551976
OG0005659	Amel	LOC725813
OG0005660	Amel	LOC100578209
OG0005661	Amel	LOC412378
OG0005662	Amel	LOC413547
OG0005663	Amel	LOC411538
OG0005664	Amel	LOC725291
OG0005665	Amel	LOC411891
OG0005666	Amel	LOC411947
OG0005667	Amel	LOC552382
OG0005668	Amel	LOC409576
OG0005669	Amel	LOC410097
OG0005670	Amel	LOC413870
OG0005671	Amel	LOC726683
OG0005672	Amel	LOC411502
OG0005673	Amel	LOC552705
OG0005674	Amel	LOC410106
OG0005675	Amel	LOC725733
OG0005676	Amel	LOC725704
OG0005677	Amel	LOC409462
OG0005678	Amel	CSP6
OG0005679	Amel	LOC411920
OG0005680	Amel	LOC726791
OG0005681	Amel	LOC552197
OG0005682	Amel	LOC551078
OG0005683	Amel	LOC551425
OG0005684	Amel	LOC411875
OG0005685	Amel	LOC412132
OG0005686	Amel	LOC100577803
OG0005687	Amel	LOC551495
OG0005688	Amel	LOC727227
OG0005689	Amel	LOC410098
OG0005690	Amel	LOC725754
OG0005691	Amel	LOC410530
OG0005692	Amel	LOC100576805
OG0005693	Amel	LOC100578813
OG0005694	Amel	LOC408470
OG0005695	Amel	LOC100578776
OG0005696	Amel	LOC410533
OG0005697	Amel	LOC410535
OG0005698	Amel	LOC410537
OG0005699	Amel	LOC408471
OG0005700	Amel	LOC408474
OG0005701	Amel	LOC410539
OG0005702	Amel	LOC726020
OG0005703	Amel	LOC411662
OG0005704	Amel	LOC409041
OG0005705	Amel	LOC102655824
OG0005706	Amel	LOC410370
OG0005707	Amel	LOC724203
OG0005708	Amel	LOC726204
OG0005709	Amel	LOC408393
OG0005710	Amel	LOC102655673
OG0005711	Amel	LOC551191
OG0005712	Amel	LOC410495
OG0005713	Amel	LOC411270
OG0005714	Amel	LOC552631
OG0005715	Amel	LOC413466
OG0005716	Amel	LOC410498
OG0005717	Amel	LOC410497
OG0005718	Amel	LOC551391
OG0005719	Amel	LOC725924
OG0005720	Amel	LOC552061
OG0005721	Amel	LOC413433
OG0005722	Amel	LOC412107
OG0005723	Amel	LOC551531
OG0005724	Amel	LOC551036
OG0005725	Amel	LOC551620
OG0005726	Amel	LOC412674
OG0005727	Amel	LOC409564
OG0005728	Amel	LOC551939
OG0005729	Amel	LOC413080
OG0005730	Amel	LOC552779
OG0005731	Amel	LOC413772
OG0005732	Amel	LOC412663
OG0005733	Amel	LOC725069
OG0005734	Amel	LOC727122
OG0005735	Amel	LOC727290
OG0005736	Amel	LOC408343
OG0005737	Amel	LOC413370
OG0005738	Amel	LOC552449
OG0005739	Amel	LOC552642
OG0005740	Amel	LOC727106
OG0005741	Amel	LOC409540
OG0005742	Amel	LOC727009
OG0005743	Amel	LOC552699
OG0005744	Amel	LOC409026
OG0005745	Amel	LOC552323
OG0005746	Amel	LOC102654715
OG0005747	Amel	LOC552689
OG0005748	Amel	LOC411603
OG0005749	Amel	Imd
OG0005750	Amel	LOC552683
OG0005751	Amel	LOC726841
OG0005752	Amel	LOC408828
OG0005753	Amel	LOC727423
OG0005754	Amel	LOC409729
OG0005755	Amel	LOC410562
OG0005756	Amel	LOC551140
OG0005757	Amel	LOC552154
OG0005759	Amel	LOC551883
OG0005761	Amel	LOC409420
OG0005762	Amel	LOC409365
OG0005763	Amel	LOC100578529
OG0005764	Amel	LOC551930
OG0005765	Amel	LOC412488
OG0005766	Amel	LOC412323
OG0005767	Amel	LOC100576378
OG0005768	Amel	LOC410122
OG0005769	Amel	LOC551793
OG0005770	Amel	LOC726414
OG0005771	Amel	LOC100577981
OG0005772	Amel	LOC107965070
OG0005773	Amel	LOC412289
OG0005774	Amel	LOC411646
OG0005775	Amel	LOC413924
OG0005776	Amel	LOC409649
OG0005777	Amel	LOC727480
OG0005778	Amel	LOC552161
OG0005779	Amel	LOC551185
OG0005780	Amel	LOC552182
OG0005781	Amel	LOC725685
OG0005782	Amel	LOC100577288
OG0005783	Amel	LOC726265
OG0005784	Amel	LOC100577401
OG0005785	Amel	LOC410225
OG0005786	Amel	LOC410226
OG0005787	Amel	LOC410228
OG0005788	Amel	LOC724388
OG0005789	Amel	LOC100576817
OG0005790	Amel	LOC551578
OG0005791	Amel	LOC102655168
OG0005792	Amel	LOC102655563
OG0005793	Amel	LOC100576165
OG0005794	Amel	LOC726107
OG0005795	Amel	LOC100576129
OG0005796	Amel	LOC409333
OG0005797	Amel	LOC411419
OG0005798	Amel	LOC551709
OG0005799	Amel	LOC551548
OG0005800	Amel	LOC552512
OG0005801	Amel	LOC100577472
OG0005802	Amel	LOC724502
OG0005803	Amel	LOC409152
OG0005804	Amel	LOC725947
OG0005805	Amel	LOC411976
OG0005806	Amel	LOC409193
OG0005807	Amel	LOC725819
OG0005808	Amel	LOC552083
OG0005809	Amel	LOC552814
OG0005810	Amel	LOC100576185
OG0005811	Amel	LOC100578716
OG0005812	Amel	LOC100578439
OG0005813	Amel	LOC551683
OG0005814	Amel	LOC550996
OG0005815	Amel	LOC413099
OG0005816	Amel	LOC551111
OG0005817	Amel	LOC408642
OG0005818	Amel	LOC551071
OG0005819	Amel	LOC411781
OG0005820	Amel	LOC552243
OG0005821	Amel	LOC414021
OG0005822	Amel	LOC100576286
OG0005823	Amel	LOC551735
OG0005824	Amel	LOC102654165
OG0005825	Amel	LOC410665
OG0005826	Amel	LOC726145
OG0005827	Amel	LOC551448
OG0005828	Amel	LOC726347
OG0005829	Amel	LOC551555
OG0005830	Amel	LOC100577504
OG0005831	Amel	LOC551144
OG0005832	Amel	LOC413512
OG0005833	Amel	LOC409348
OG0005834	Amel	LOC726742
OG0005835	Amel	LOC102656136
OG0005836	Amel	LOC726664
OG0005837	Amel	LOC724976
OG0005838	Amel	LOC100578653
OG0005839	Amel	LOC410664
OG0005840	Amel	LOC113219111
OG0005841	Amel	LOC408567
OG0005843	Amel	LOC409340
OG0005844	Amel	LOC100577060
OG0005845	Amel	LOC551532
OG0005846	Amel	LOC724361
OG0005847	Amel	LOC411965
OG0005848	Amel	LOC724997
OG0005849	Amel	LOC411364
OG0005850	Amel	LOC411573
OG0005851	Amel	LOC410060
OG0005852	Amel	LOC726450
OG0005853	Amel	LOC100578613
OG0005854	Amel	LOC725186
OG0005855	Amel	LOC411654
OG0005856	Amel	LOC727174
OG0005857	Amel	LOC410557
OG0005858	Amel	LOC102653879
OG0005859	Amel	LOC413601
OG0005860	Amel	LOC724206
OG0005861	Amel	LOC726184
OG0005862	Amel	LOC410506
OG0005863	Amel	LOC552373
OG0005864	Amel	LOC552726
OG0005865	Amel	LOC100577145
OG0005866	Amel	LOC410174
OG0005867	Amel	LOC552703
OG0005868	Amel	LOC552697
OG0005869	Amel	LOC724446
OG0005870	Amel	LOC552480
OG0005871	Amel	LOC102655030
OG0005872	Amel	LOC413827
OG0005873	Amel	LOC726483
OG0005874	Amel	RpLP1
OG0005875	Amel	LOC727150
OG0005876	Amel	LOC100576472
OG0005877	Amel	LOC727235
OG0005878	Amel	LOC727238
OG0005879	Amel	LOC552569
OG0005880	Amel	LOC100576082
OG0005881	Amel	LOC725200
OG0005882	Amel	LOC551378
OG0005883	Amel	LOC409300
OG0005884	Amel	LOC411661
OG0005885	Amel	LOC100576814
OG0005886	Amel	LOC550858
OG0005887	Amel	LOC550694
OG0005888	Amel	eve
OG0005889	Amel	CUTA
OG0005890	Amel	LOC725244
OG0005891	Amel	LOC409139
OG0005892	Amel	LOC408494
OG0005893	Amel	LOC408493
OG0005894	Amel	LOC100578935
OG0005895	Amel	LOC725642
OG0005896	Amel	LOC408394
OG0005897	Amel	LOC551649
OG0005898	Amel	LOC726566
OG0005899	Amel	LOC726528
OG0005900	Amel	LOC409501
OG0005901	Amel	LOC409502
OG0005902	Amel	LOC113218580
OG0005903	Amel	LOC102653658
OG0005904	Amel	LOC100578924
OG0005905	Amel	LOC725584
OG0005906	Amel	LOC725824
OG0005907	Amel	LOC552258
OG0005908	Amel	LOC408620
OG0005909	Amel	LOC725503
OG0005910	Amel	LOC551551
OG0005911	Amel	LOC552844
OG0005912	Amel	LOC100576411
OG0005913	Amel	LOC410607
OG0005914	Amel	LOC726965
OG0005915	Amel	LOC410581
OG0005917	Amel	LOC727622
OG0005918	Amel	LOC412328
OG0005919	Amel	LOC412471
OG0005920	Amel	LOC100576569
OG0005921	Amel	LOC411463
OG0005922	Amel	LOC552845
OG0005923	Amel	Obp9
OG0005924	Amel	LOC410975
OG0005925	Amel	LOC107964189
OG0005926	Amel	LOC100578226
OG0005927	Amel	LOC725026
OG0005928	Amel	LOC552749
OG0005929	Amel	LOC408991
OG0005930	Amel	LOC725224
OG0005931	Amel	LOC100577409
OG0005932	Amel	LOC107964950
OG0005933	Amel	LOC726158
OG0005934	Amel	LOC100577253
OG0005935	Amel	LOC412293
OG0005936	Amel	LOC409254
OG0005937	Amel	LOC411892
OG0005938	Amel	LOC551057
OG0005939	Amel	LOC100577440
OG0005940	Amel	Uvop
OG0005941	Amel	LOC724736
OG0005942	Amel	LOC725407
OG0005943	Amel	LOC102654959
OG0005944	Amel	LOC410379
OG0005945	Amel	LOC102655238
OG0005946	Amel	LOC409219
OG0005947	Amel	LOC411820
OG0005948	Amel	LOC726513
OG0005949	Amel	LOC409157
OG0005950	Amel	LOC552516
OG0005951	Amel	Pban
OG0005952	Amel	LOC411679
OG0005953	Amel	LOC552552
OG0005954	Amel	LOC727257
OG0005955	Amel	LOC412268
OG0005956	Amel	LOC727031
OG0005957	Amel	LOC413078
OG0005958	Amel	LOC100576422
OG0005959	Amel	LOC100576222
OG0005960	Amel	LOC409379
OG0005961	Amel	LOC725618
OG0005962	Amel	LOC725353
OG0005963	Amel	LOC100577381
OG0005964	Amel	LOC411387
OG0005965	Amel	LOC410368
OG0005966	Amel	LOC725085
OG0005967	Amel	LOC551869
OG0005968	Amel	LOC409127
OG0005969	Amel	LOC409225
OG0005970	Amel	LOC100576666
OG0005971	Amel	LOC410369
OG0005972	Amel	LOC100578276
OG0005973	Amel	LOC413377
OG0005974	Amel	LOC408740
OG0005975	Amel	LOC551832
OG0005976	Amel	LOC412278
OG0005977	Amel	LOC725926
OG0005978	Amel	LOC411569
OG0005979	Amel	LOC411570
OG0005980	Amel	LOC412554
OG0005981	Amel	LOC408523
OG0005982	Amel	LOC409229
OG0005983	Amel	LOC726243
OG0005984	Amel	LOC411481
OG0005985	Amel	LOC551897
OG0005986	Amel	LOC411072
OG0005987	Amel	LOC411070
OG0005988	Amel	LOC411069
OG0005989	Amel	LOC411738
OG0005990	Amel	LOC725711
OG0005991	Amel	LOC551384
OG0005992	Amel	LOC724234
OG0005993	Amel	LOC725775
OG0005994	Amel	Stip
OG0005995	Amel	LOC727501
OG0005996	Amel	LOC550645
OG0005997	Amel	LOC413669
OG0005998	Amel	LOC410604
OG0005999	Amel	LOC408507
OG0006000	Amel	LOC552023
OG0006001	Amel	LOC551993
OG0006002	Amel	LOC725361
OG0006003	Amel	LOC409957
OG0006004	Amel	LOC724328
OG0006005	Amel	LOC410925
OG0006006	Amel	LOC412823
OG0006007	Amel	LOC551924
OG0006008	Amel	LOC552742
OG0006009	Amel	LOC412584
OG0006010	Amel	LOC552081
OG0006011	Amel	LOC409292
OG0006012	Amel	LOC411970
OG0006013	Amel	LOC551566
OG0006014	Amel	LOC409296
OG0006016	Amel	LOC412868
OG0006017	Amel	LOC410957
OG0006018	Amel	LOC727497
OG0006019	Amel	LOC551974
OG0006020	Amel	LOC413868
OG0006021	Amel	LOC408876
OG0006022	Amel	LOC413829
OG0006023	Amel	LOC412085
OG0006024	Amel	LOC725770
OG0006025	Amel	LOC726636
OG0006026	Amel	LOC410486
OG0006027	Amel	LOC410910
OG0006028	Amel	LOC725591
OG0006029	Amel	LOC551715
OG0006030	Amel	LOC725700
OG0006031	Amel	LOC413746
OG0006032	Amel	LOC413404
OG0006033	Amel	LOC409795
OG0006034	Amel	LOC100576337
OG0006035	Amel	LOC552342
OG0006036	Amel	LOC551430
OG0006037	Amel	LOC100576482
OG0006038	Amel	LOC413810
OG0006039	Amel	LOC552204
OG0006040	Amel	LOC411403
OG0006041	Amel	LOC413076
OG0006042	Amel	LOC724338
OG0006043	Amel	LOC413145
OG0006044	Amel	LOC552744
OG0006045	Amel	LOC727222
OG0006046	Amel	LOC551313
OG0006047	Amel	LOC724842
OG0006048	Amel	LOC411864
OG0006049	Amel	LOC107964525
OG0006050	Amel	LOC551150
OG0006051	Amel	LOC724510
OG0006052	Amel	LOC410071
OG0006053	Amel	LOC412057
OG0006054	Amel	LOC411476
