Orthogroup	TranscriptID	Species	GeneID
OG0009687	XM_624230.6	Amel	LOC551845
OG0009688	XM_624248.6	Amel	LOC551863
OG0009689	XM_624250.4	Amel	LOC551864
OG0009690	XM_624263.5	Amel	LOC551877
OG0009691	XM_624291.6	Amel	LOC551905
OG0009692	XM_624331.6	Amel	LOC551949
OG0009693	XM_624336.5	Amel	LOC551954
OG0009694	XM_624369.5	Amel	LOC551986
OG0009695	XM_624382.6	Amel	LOC552000
OG0009696	XM_624396.6	Amel	LOC552016
OG0009697	XM_624418.6	Amel	LOC552038
OG0009698	XM_624432.5	Amel	LOC552053
OG0009699	XM_624434.6	Amel	LOC552055
OG0009700	XM_624471.6	Amel	LOC552093
OG0009701	XM_624474.6	Amel	LOC552095
OG0009702	XM_624477.6	Amel	LOC552098
OG0009703	XM_624496.6	Amel	LOC552116
OG0009704	XM_624505.6	Amel	LOC552125
OG0009705	XM_624522.5	Amel	LOC552143
OG0009706	XM_624526.6	Amel	LOC552147
OG0009707	XM_624527.6	Amel	LOC552148
OG0009708	XM_624573.5	Amel	LOC552196
OG0009709	XM_624581.6	Amel	LOC552204
OG0009710	XM_624593.6	Amel	LOC552216
OG0009711	XM_624605.6	Amel	LOC552228
OG0009712	XM_624613.6	Amel	LOC552237
OG0009713	XM_624639.6	Amel	LOC552263
OG0009714	XM_624681.6	Amel	LOC552306
OG0009715	XM_624688.6	Amel	LOC552313
OG0009716	XM_624701.6	Amel	LOC552326
OG0009717	XM_624730.6	Amel	LOC552354
OG0009718	XM_624755.6	Amel	LOC552381
OG0009719	XM_624761.6	Amel	LOC552387
OG0009720	XM_624800.6	Amel	LOC552426
OG0009721	XM_624841.6	Amel	LOC552467
OG0009722	XM_624862.6	Amel	LOC552489
OG0009723	XM_624866.6	Amel	LOC552492
OG0009724	XM_624886.6	Amel	LOC552510
OG0009725	XM_624905.6	Amel	LOC552529
OG0009726	XM_624910.6	Amel	LOC552534
OG0009727	XM_624915.5	Amel	LOC552539
OG0009728	XM_624930.6	Amel	LOC552554
OG0009729	XM_624931.6	Amel	LOC552555
OG0009730	XM_624968.5	Amel	LOC552593
OG0009731	XM_624971.6	Amel	LOC552596
OG0009732	XM_624972.5	Amel	LOC552597
OG0009733	XM_624981.5	Amel	LOC552607
OG0009734	XM_624992.6	Amel	LOC552618
OG0009735	XM_625047.6	Amel	LOC552671
OG0009736	XM_625056.6	Amel	LOC552681
OG0009737	XM_625074.5	Amel	LOC552698
OG0009738	XM_625089.6	Amel	LOC552714
OG0009739	XM_625095.6	Amel	LOC552720
OG0009740	XM_625111.5	Amel	LOC552736
OG0009741	XM_625116.6	Amel	LOC552741
OG0009742	XM_625122.5	Amel	LOC552747
OG0009743	XM_625143.6	Amel	LOC552767
OG0009744	XM_625144.5	Amel	LOC552768
OG0009745	XM_625149.6	Amel	LOC552774
OG0009746	XM_625155.5	Amel	LOC552780
OG0009747	XM_625202.6	Amel	LOC552827
OG0009748	XM_625203.5	Amel	LOC552828
OG0009749	XM_625211.5	Amel	LOC411003
OG0009750	XM_625219.6	Amel	LOC552843
OG0009751	XM_625227.6	Amel	LOC552851
OG0009752	XM_625247.6	Amel	LOC551416
OG0009753	XM_625250.4	Amel	LOC551539
OG0009754	XM_625271.6	Amel	LOC552006
OG0009755	XM_625281.6	Amel	LOC552359
OG0009756	XR_001702689.2	Amel	LOC102655878
OG0009757	XR_001702716.2	Amel	LOC107964291
OG0009758	XR_001702979.2	Amel	LOC107964461
OG0009758	XR_410929.3	Amel	LOC100576277
OG0009759	XR_001703548.2	Amel	LOC100578659
OG0009759	XR_003304835.1	Amel	LOC113218835
OG0009759	XR_412100.3	Amel	LOC725914
OG0009760	XR_001703560.2	Amel	LOC107964659
OG0009760	XR_001703565.2	Amel	LOC107964660
OG0009761	XR_001703590.1	Amel	LOC724825
OG0009762	XR_001703958.2	Amel	LOC102655995
OG0009763	XR_001704610.2	Amel	LOC102656106
OG0009764	XR_001704760.2	Amel	LOC100577074
OG0009764	XR_001704775.2	Amel	LOC100577704
OG0009765	XR_001705064.2	Amel	LOC107965276
OG0009766	XR_001705367.2	Amel	LOC107965425
OG0009767	XR_001705368.2	Amel	LOC102654690
OG0009768	XR_001706199.2	Amel	LOC100578134
OG0009768	XR_003305618.1	Amel	LOC113219087
OG0009768	XR_003306447.1	Amel	LOC107965750
OG0009769	XR_003304452.1	Amel	LOC113218673
OG0009770	XR_003304485.1	Amel	LOC113218704
OG0009771	XR_003304644.1	Amel	LOC113218766
OG0009772	XR_003304648.1	Amel	LOC113218768
OG0009773	XR_003304758.1	Amel	LOC113218811
OG0009774	XR_003305025.1	Amel	LOC102656729
OG0009775	XR_003305082.1	Amel	LOC113218915
OG0009776	XR_003305159.1	Amel	LOC100577539
OG0009776	XR_003305161.1	Amel	LOC113218931
OG0009777	XR_003305505.1	Amel	LOC102654285
OG0009778	XR_003305542.1	Amel	LOC113219063
OG0009779	XR_003305872.1	Amel	LOC113219157
OG0009780	XR_003305880.1	Amel	LOC100576513
OG0009781	XR_003305917.1	Amel	LOC113219178
OG0009782	XR_003306191.1	Amel	LOC113219287
OG0009783	XR_003306229.1	Amel	LOC113219300
OG0009784	XR_120594.4	Amel	LOC100577373
OG0009785	XR_407625.3	Amel	LOC102653628
OG0009786	XR_408673.3	Amel	LOC102656671
OG0009787	XR_410593.3	Amel	LOC102656748
OG0009788	XR_412398.3	Amel	LOC102654884
OG0009788	XR_412469.3	Amel	LOC100577929
OG0009788	XR_412500.3	Amel	LOC102656390
OG0013494	XM_625178.6	Amel	LOC552803
OG0014193	XM_003250660.4	Amel	LOC100576152
OG0014335	NM_001011578.1	Amel	Vg
OG0014335	XM_026440073.1	Amel	LOC107964258
OG0014336	NM_001011611.2	Amel	Mcdp
OG0014336	NM_001011612.1	Amel	Apamin
OG0014337	NM_001011640.1	Amel	JHBP-1
OG0014338	NM_001013359.2	Amel	Acph-1
OG0014339	NM_001014994.1	Amel	Gpdh
OG0014340	NM_001024697.1	Amel	Mrjp9
OG0014340	XR_003305759.1	Amel	LOC102654709
OG0014341	NM_001040203.1	Amel	Gb15078
OG0014342	NM_001040205.1	Amel	Obp16
OG0014342	NM_001040208.1	Amel	Obp15
OG0014343	NM_001040206.1	Amel	Obp21
OG0014343	NM_001040227.1	Amel	Obp18
OG0014344	NM_001040226.1	Amel	Obp11
OG0014345	NM_001077818.1	Amel	SsRbeta
OG0014346	NM_001098228.1	Amel	Y-e3
OG0014347	NM_001110712.2	Amel	Pban
OG0014348	NM_001114198.1	Amel	A4
OG0014348	XM_001120565.5	Amel	LOC726446
OG0014349	NM_001134947.1	Amel	LOC406105
OG0014349	XM_026444948.1	Amel	LOC113219221
OG0014350	NM_001170972.1	Amel	Adk1
OG0014351	NM_001172378.1	Amel	Cpap3-b
OG0014352	NM_001174140.1	Amel	LOC409002
OG0014353	NM_001177903.1	Amel	ILP-2
OG0014354	NM_001178021.1	Amel	Gtpx1
OG0014355	NM_001178028.1	Amel	GstD1
OG0014356	NM_001178047.1	Amel	MsrA
OG0014357	NM_001206970.1	Amel	PIH1D1
OG0014358	NM_001220487.1	Amel	LOC724541
OG0014359	NM_001242433.1	Amel	LOC408324
OG0014360	NM_001242457.1	Amel	CUTA
OG0014361	NM_001242554.1	Amel	Rfwd3
OG0014362	NM_001242557.1	Amel	LOC724300
OG0014363	NM_001242978.1	Amel	Or53
OG0014363	XM_026438978.1	Amel	LOC102656907
OG0014364	NM_001242982.1	Amel	Or58
OG0014365	NM_001242993.1	Amel	Or170
OG0014365	XM_026441699.1	Amel	LOC102654878
OG0014366	NM_001252430.1	Amel	cad
OG0014366	XR_001702282.2	Amel	LOC102656426
OG0014367	NM_001270822.1	Amel	CPR6
OG0014368	NM_001270825.1	Amel	CPR13
OG0014368	XR_003304849.1	Amel	LOC113218841
OG0014369	NM_001270828.1	Amel	CPR18
OG0014370	NM_001331117.1	Amel	Vhdl
OG0014371	NM_001365199.1	Amel	LOC551028
OG0014372	NR_031514.1	Amel	Mir210
OG0014373	NR_031518.1	Amel	Mir277
OG0014374	NR_031522.1	Amel	Mir2-1
OG0014374	NR_127369.1	Amel	Mir2b
OG0014375	NR_031525.1	Amel	Mir315
OG0014376	NR_031529.1	Amel	Mir9a
OG0014377	NR_031530.1	Amel	Mir9b
OG0014377	NR_034297.1	Amel	Mir79
OG0014378	NR_034286.1	Amel	Mir14
OG0014379	NR_034298.1	Amel	Mir87-1
OG0014380	NR_034304.1	Amel	Mir929
OG0014381	NR_034309.1	Amel	Mir263b
OG0014382	NR_039430.1	Amel	Mir193
OG0014383	NR_039488.1	Amel	Mir3789
OG0014383	XM_016916052.2	Amel	LOC107965485
OG0014384	NR_039490.1	Amel	Mir3791
OG0014384	NR_127377.1	Amel	Mir3478
OG0014385	NR_039517.1	Amel	Mir3715
OG0014386	NR_127302.1	Amel	Mir6000a
OG0014386	NR_127314.1	Amel	Mir6000b
OG0014387	NR_127323.1	Amel	Mir6047a
OG0014387	NR_127338.1	Amel	Mir6047b
OG0014388	NR_127344.1	Amel	Mir279d
OG0014389	XM_001119858.5	Amel	LOC724126
OG0014389	XR_001705970.2	Amel	LOC102654151
OG0014390	XM_001119919.3	Amel	LOC724164
OG0014391	XM_001119928.5	Amel	LOC724175
OG0014392	XM_001119937.5	Amel	LOC724625
OG0014393	XM_001120000.5	Amel	LOC724791
OG0014394	XM_001120040.5	Amel	LOC724247
OG0014395	XM_001120043.5	Amel	LOC724250
OG0014395	XM_016916654.2	Amel	LOC724208
OG0014396	XM_001120086.4	Amel	LOC724280
OG0014397	XM_001120116.5	Amel	LOC724312
OG0014397	XM_016913279.2	Amel	LOC100578995
OG0014398	XM_001120137.4	Amel	LOC724449
OG0014399	XM_001120140.5	Amel	LOC725038
OG0014400	XM_001120220.5	Amel	LOC724386
OG0014400	XR_001702893.2	Amel	LOC107964422
OG0014401	XM_001120242.5	Amel	LOC725310
OG0014402	XM_001120329.5	Amel	LOC724467
OG0014403	XM_001120404.5	Amel	LOC726221
OG0014404	XM_001120412.5	Amel	LOC725566
OG0014405	XM_001120442.5	Amel	LOC724552
OG0014406	XM_001120497.5	Amel	LOC724600
OG0014407	XM_001120518.5	Amel	LOC724624
OG0014408	XM_001120529.4	Amel	LOC724638
OG0014409	XM_001120535.5	Amel	LOC724644
OG0014410	XM_001120572.5	Amel	LOC724681
OG0014411	XM_001120594.5	Amel	LOC724703
OG0014412	XM_001120619.4	Amel	LOC724728
OG0014413	XM_001120636.5	Amel	LOC724744
OG0014414	XM_001120657.5	Amel	LOC724760
OG0014415	XM_001120659.5	Amel	LOC724762
OG0014416	XM_001120664.5	Amel	LOC724767
OG0014416	XM_026443295.1	Amel	LOC102655521
OG0014417	XM_001120792.5	Amel	LOC724892
OG0014418	XM_001120805.5	Amel	LOC724904
OG0014419	XM_001120846.5	Amel	LOC726486
OG0014419	XM_393764.7	Amel	LOC410283
OG0014420	XM_001120897.5	Amel	LOC724995
OG0014420	XM_026443202.1	Amel	LOC724907
OG0014421	XM_001120913.5	Amel	LOC725011
OG0014422	XM_001120920.5	Amel	LOC725018
OG0014423	XM_001120949.5	Amel	LOC725053
OG0014424	XM_001120955.5	Amel	LOC725059
OG0014425	XM_001121022.5	Amel	LOC725138
OG0014425	XR_003306558.1	Amel	LOC113219426
OG0014426	XM_001121025.5	Amel	LOC726902
OG0014427	XM_001121076.5	Amel	LOC725201
OG0014428	XM_001121102.5	Amel	LOC725225
OG0014429	XM_001121104.5	Amel	LOC725227
OG0014430	XM_001121147.5	Amel	LOC725279
OG0014431	XM_001121159.5	Amel	LOC725291
OG0014432	XM_001121167.5	Amel	LOC725299
OG0014433	XM_001121169.5	Amel	LOC725301
OG0014434	XM_001121371.5	Amel	LOC725538
OG0014435	XM_001121491.5	Amel	LOC725669
OG0014436	XM_001121552.5	Amel	LOC725740
OG0014437	XM_001121629.5	Amel	LOC725828
OG0014438	XM_001121657.5	Amel	LOC725859
OG0014439	XM_001121683.5	Amel	LOC725889
OG0014440	XM_001121697.5	Amel	LOC725903
OG0014441	XM_001121709.5	Amel	LOC725922
OG0014442	XM_001121718.5	Amel	LOC725930
OG0014443	XM_001121740.4	Amel	LOC725954
OG0014444	XM_001121754.5	Amel	LOC725969
OG0014445	XM_001121760.3	Amel	LOC725980
OG0014446	XM_001121847.5	Amel	LOC726076
OG0014447	XM_001121886.5	Amel	LOC726124
OG0014448	XM_001121977.5	Amel	LOC726220
OG0014449	XM_001122059.5	Amel	LOC726312
OG0014450	XM_001122063.4	Amel	LOC726316
OG0014451	XM_001122067.5	Amel	LOC726320
OG0014452	XM_001122103.5	Amel	LOC102656311
OG0014453	XM_001122154.5	Amel	LOC726417
OG0014454	XM_001122178.5	Amel	LOC726443
OG0014455	XM_001122230.5	Amel	LOC726498
OG0014456	XM_001122242.5	Amel	LOC726510
OG0014457	XM_001122247.5	Amel	LOC726515
OG0014458	XM_001122316.5	Amel	LOC726589
OG0014459	XM_001122328.5	Amel	LOC726601
OG0014459	XM_026445291.1	Amel	LOC100578894
OG0014460	XM_001122336.5	Amel	LOC726611
OG0014460	XR_410539.3	Amel	LOC102655465
OG0014461	XM_001122374.5	Amel	LOC726653
OG0014462	XM_001122434.5	Amel	LOC726711
OG0014463	XM_001122477.5	Amel	LOC726757
OG0014464	XM_001122830.4	Amel	LOC727116
OG0014465	XM_001122836.5	Amel	LOC727122
OG0014466	XM_001122944.5	Amel	LOC727234
OG0014467	XM_001123009.5	Amel	LOC727300
OG0014468	XM_001123277.5	Amel	LOC727568
OG0014469	XM_001123300.5	Amel	LOC727592
OG0014470	XM_001123307.5	Amel	LOC727599
OG0014471	XM_003249150.4	Amel	LOC100577300
OG0014472	XM_003249152.4	Amel	LOC100577678
OG0014473	XM_003249263.4	Amel	LOC100578783
OG0014474	XM_003249338.4	Amel	LOC725620
OG0014474	XM_026445175.1	Amel	LOC113219236
OG0014475	XM_003249365.4	Amel	LOC100576801
OG0014476	XM_003249378.4	Amel	LOC726274
OG0014477	XM_003249382.4	Amel	LOC724286
OG0014477	XM_026443785.1	Amel	LOC724335
OG0014478	XM_003249415.4	Amel	LOC727237
OG0014479	XM_003249434.4	Amel	LOC100576736
OG0014480	XM_003249527.4	Amel	LOC100578137
OG0014481	XM_003249530.4	Amel	LOC100578472
OG0014482	XM_003249586.3	Amel	LOC100577489
OG0014483	XM_003249671.4	Amel	LOC100578592
OG0014484	XM_003249761.4	Amel	LOC100576512
OG0014484	XR_003304215.1	Amel	LOC113218610
OG0014485	XM_003249792.4	Amel	LOC100577819
OG0014486	XM_003249823.4	Amel	LOC100576182
OG0014487	XM_003249829.4	Amel	LOC100577080
OG0014488	XM_003249831.4	Amel	LOC100577150
OG0014489	XM_003249925.4	Amel	LOC100578860
OG0014490	XM_003249929.4	Amel	LOC409019
OG0014491	XM_003249970.4	Amel	LOC725170
OG0014492	XM_003249999.4	Amel	LOC100577359
OG0014493	XM_003250000.4	Amel	LOC100577381
OG0014494	XM_003250011.4	Amel	LOC100578562
OG0014495	XM_003250102.4	Amel	LOC100578672
OG0014496	XM_003250107.4	Amel	LOC100576163
OG0014497	XM_003250222.4	Amel	LOC100577081
OG0014498	XM_003250290.4	Amel	LOC100577382
OG0014499	XM_003250386.4	Amel	LOC100578191
OG0014500	XM_003250404.3	Amel	LOC100577699
OG0014501	XM_003250433.3	Amel	LOC726689
OG0014502	XM_003250569.4	Amel	LOC100577003
OG0014503	XM_003250646.4	Amel	LOC100577362
OG0014504	XM_003250654.4	Amel	LOC727309
OG0014505	XM_003250661.4	Amel	LOC100576184
OG0014506	XM_003250778.4	Amel	LOC100576462
OG0014507	XM_003250885.4	Amel	LOC100577293
OG0014508	XM_003250895.4	Amel	LOC100578107
OG0014509	XM_003250921.4	Amel	LOC100578548
OG0014509	XR_003305820.1	Amel	LOC107965314
OG0014510	XM_003250945.4	Amel	LOC100576745
OG0014511	XM_003251016.4	Amel	LOC100578732
OG0014512	XM_003251028.4	Amel	LOC100577702
OG0014513	XM_003251043.4	Amel	LOC725363
OG0014514	XM_003251068.4	Amel	LOC100578476
OG0014515	XM_003251114.3	Amel	LOC100576198
OG0014516	XM_003251251.4	Amel	LOC100577606
OG0014517	XM_003251266.4	Amel	LOC100576986
OG0014518	XM_003251294.3	Amel	LOC725049
OG0014519	XM_003251395.4	Amel	LOC100576718
OG0014520	XM_003251441.4	Amel	LOC100576730
OG0014520	XR_001705202.1	Amel	LOC107965347
OG0014521	XM_003251458.4	Amel	LOC100576106
OG0014522	XM_003251532.4	Amel	LOC100577213
OG0014523	XM_003251603.3	Amel	LOC100577346
OG0014524	XM_003251724.4	Amel	LOC100578606
OG0014525	XM_003251850.4	Amel	LOC100578587
OG0014526	XM_003251854.4	Amel	LOC100576270
OG0014527	XM_003251885.4	Amel	LOC100578534
OG0014528	XM_006557300.3	Amel	LOC102655859
OG0014528	XM_625031.6	Amel	LOC552656
OG0014529	XM_006557302.3	Amel	LOC100576298
OG0014530	XM_006557447.3	Amel	LOC413311
OG0014531	XM_006557780.3	Amel	LOC551938
OG0014531	XR_003306215.1	Amel	LOC113219294
OG0014532	XM_006557834.3	Amel	LOC102655268
OG0014533	XM_006558314.3	Amel	LOC102656061
OG0014533	XR_412079.3	Amel	LOC100578391
OG0014534	XM_006558418.3	Amel	LOC552493
OG0014535	XM_006558578.3	Amel	LOC102655107
OG0014536	XM_006558675.3	Amel	LOC102654745
OG0014537	XM_006558782.3	Amel	LOC724752
OG0014538	XM_006558845.3	Amel	LOC102654436
OG0014539	XM_006558855.3	Amel	LOC727015
OG0014540	XM_006558864.3	Amel	LOC411841
OG0014541	XM_006558875.2	Amel	LOC551841
OG0014542	XM_006558943.3	Amel	LOC413380
OG0014543	XM_006559268.3	Amel	LOC100576840
OG0014544	XM_006559323.3	Amel	LOC413491
OG0014545	XM_006559326.3	Amel	LOC726205
OG0014546	XM_006559465.3	Amel	LOC100577488
OG0014547	XM_006559537.3	Amel	LOC552279
OG0014548	XM_006559603.3	Amel	LOC726617
OG0014549	XM_006559780.3	Amel	LOC102656657
OG0014550	XM_006559802.3	Amel	LOC100577997
OG0014551	XM_006560100.3	Amel	LOC551847
OG0014552	XM_006560156.2	Amel	LOC100577875
OG0014553	XM_006560315.3	Amel	LOC100577222
OG0014554	XM_006560375.3	Amel	LOC410452
OG0014555	XM_006560432.3	Amel	LOC725107
OG0014556	XM_006560482.3	Amel	LOC102656758
OG0014557	XM_006560552.3	Amel	LOC102656142
OG0014558	XM_006560801.3	Amel	LOC102654184
OG0014559	XM_006560849.3	Amel	LOC724631
OG0014560	XM_006560894.3	Amel	LOC726584
OG0014561	XM_006561020.3	Amel	LOC102654517
OG0014562	XM_006561259.3	Amel	LOC102655446
OG0014563	XM_006561356.3	Amel	LOC725470
OG0014563	XR_409090.3	Amel	LOC102653621
OG0014564	XM_006561689.3	Amel	LOC725026
OG0014565	XM_006561846.3	Amel	LOC724664
OG0014566	XM_006561904.3	Amel	LOC102655476
OG0014567	XM_006561923.3	Amel	LOC102654398
OG0014568	XM_006562188.3	Amel	LOC100578151
OG0014569	XM_006562218.3	Amel	LOC552268
OG0014570	XM_006562251.3	Amel	LOC100576956
OG0014571	XM_006562300.3	Amel	LOC408453
OG0014572	XM_006562435.3	Amel	LOC100578311
OG0014573	XM_006562454.3	Amel	LOC726423
OG0014574	XM_006562720.3	Amel	LOC412703
OG0014575	XM_006562744.3	Amel	LOC551812
OG0014576	XM_006562763.3	Amel	LOC726449
OG0014577	XM_006562777.3	Amel	LOC100577655
OG0014578	XM_006562803.3	Amel	LOC552526
OG0014579	XM_006562957.3	Amel	LOC102654839
OG0014580	XM_006563034.2	Amel	LOC724506
OG0014581	XM_006563192.3	Amel	LOC100578618
OG0014582	XM_006563199.3	Amel	LOC102655097
OG0014583	XM_006563255.3	Amel	LOC725606
OG0014583	XR_003304492.1	Amel	LOC113218708
OG0014584	XM_006563445.3	Amel	LOC726650
OG0014585	XM_006563513.3	Amel	LOC100578218
OG0014586	XM_006563531.3	Amel	LOC102655585
OG0014587	XM_006563559.3	Amel	LOC100576330
OG0014587	XR_003306164.1	Amel	LOC107965596
OG0014588	XM_006563604.3	Amel	LOC100577209
OG0014589	XM_006563779.3	Amel	LOC409455
OG0014590	XM_006563845.3	Amel	LOC100577825
OG0014591	XM_006564464.3	Amel	LOC102654086
OG0014591	XR_003305461.1	Amel	LOC102655797
OG0014592	XM_006564553.2	Amel	LOC102656215
OG0014593	XM_006564737.3	Amel	LOC552103
OG0014594	XM_006564813.3	Amel	LOC551561
OG0014595	XM_006564900.3	Amel	LOC725784
OG0014595	XM_006564901.3	Amel	LOC410530
OG0014596	XM_006564939.3	Amel	LOC102656425
OG0014597	XM_006564962.3	Amel	LOC725607
OG0014598	XM_006564979.3	Amel	LOC410747
OG0014599	XM_006565046.3	Amel	LOC100578853
OG0014600	XM_006565307.3	Amel	LOC551241
OG0014601	XM_006565920.3	Amel	LOC100578084
OG0014602	XM_006565939.3	Amel	LOC102656444
OG0014603	XM_006566105.3	Amel	LOC102656008
OG0014604	XM_006566186.3	Amel	LOC102656594
OG0014605	XM_006566214.3	Amel	LOC726546
OG0014605	XR_003305530.1	Amel	LOC102655071
OG0014606	XM_006566265.3	Amel	LOC725689
OG0014607	XM_006566546.3	Amel	LOC102653994
OG0014608	XM_006566732.3	Amel	LOC552835
OG0014609	XM_006566735.3	Amel	LOC100576947
OG0014610	XM_006566853.3	Amel	LOC100577829
OG0014611	XM_006567158.3	Amel	LOC100577548
OG0014612	XM_006567294.3	Amel	LOC724481
OG0014613	XM_006567314.3	Amel	LOC102655970
OG0014614	XM_006567420.3	Amel	LOC552561
OG0014615	XM_006567471.3	Amel	LOC102654541
OG0014616	XM_006567644.3	Amel	LOC102654567
OG0014617	XM_006567723.3	Amel	LOC727420
OG0014618	XM_006567941.3	Amel	LOC408601
OG0014619	XM_006568067.3	Amel	LOC726240
OG0014620	XM_006568201.2	Amel	LOC102654905
OG0014621	XM_006568268.3	Amel	LOC725804
OG0014622	XM_006568379.2	Amel	LOC100578483
OG0014623	XM_006568560.2	Amel	LOC102654014
OG0014624	XM_006568570.2	Amel	LOC102654555
OG0014625	XM_006568901.3	Amel	LOC725144
OG0014626	XM_006569135.2	Amel	LOC100577285
OG0014627	XM_006569220.3	Amel	LOC410915
OG0014628	XM_006569306.3	Amel	LOC100577497
OG0014629	XM_006569333.3	Amel	LOC724855
OG0014630	XM_006569373.3	Amel	LOC724629
OG0014631	XM_006569379.3	Amel	LOC724304
OG0014632	XM_006569580.3	Amel	LOC551415
OG0014633	XM_006569618.3	Amel	LOC552039
OG0014634	XM_006569707.3	Amel	LOC102656792
OG0014635	XM_006569725.3	Amel	LOC726383
OG0014636	XM_006569902.3	Amel	LOC413807
OG0014637	XM_006570115.3	Amel	LOC102656491
OG0014638	XM_006570121.3	Amel	LOC102656732
OG0014639	XM_006570281.3	Amel	LOC100577073
OG0014640	XM_006570392.3	Amel	LOC552459
OG0014641	XM_006570570.3	Amel	LOC102654405
OG0014641	XM_006570574.3	Amel	LOC107963975
OG0014642	XM_006570673.2	Amel	LOC409972
OG0014643	XM_006570928.3	Amel	LOC724658
OG0014644	XM_006570939.3	Amel	LOC100576976
OG0014645	XM_006570988.3	Amel	LOC725801
OG0014646	XM_006571192.3	Amel	LOC724413
OG0014647	XM_006571384.3	Amel	LOC100577992
OG0014648	XM_006571538.3	Amel	LOC551208
OG0014649	XM_006571697.3	Amel	LOC100576425
OG0014650	XM_006571821.3	Amel	LOC727392
OG0014651	XM_006571841.3	Amel	LOC102655203
OG0014652	XM_006571912.3	Amel	LOC102654099
OG0014653	XM_006571936.3	Amel	LOC724619
OG0014654	XM_006571957.3	Amel	LOC100576348
OG0014655	XM_006571971.3	Amel	LOC100576828
OG0014655	XM_026442458.1	Amel	LOC409557
OG0014656	XM_006572032.3	Amel	LOC102654355
OG0014657	XM_006572037.3	Amel	LOC100579022
OG0014658	XM_006572121.2	Amel	LOC102654074
OG0014659	XM_006572218.3	Amel	LOC411715
OG0014660	XM_006572306.3	Amel	LOC100577594
OG0014661	XM_016910732.2	Amel	LOC408711
OG0014662	XM_016910900.2	Amel	LOC408666
OG0014663	XM_016911073.2	Amel	LOC107964134
OG0014664	XM_016911075.2	Amel	LOC100578530
OG0014665	XM_016911292.2	Amel	LOC724900
OG0014665	XR_003306159.1	Amel	LOC113219270
OG0014666	XM_016911373.2	Amel	LOC726857
OG0014667	XM_016911523.2	Amel	LOC107964236
OG0014668	XM_016911654.2	Amel	LOC726176
OG0014669	XM_016911854.2	Amel	LOC724922
OG0014670	XM_016911878.2	Amel	LOC107964335
OG0014671	XM_016911923.2	Amel	LOC102655796
OG0014672	XM_016912116.2	Amel	LOC100577803
OG0014673	XM_016912149.2	Amel	LOC727450
OG0014674	XM_016912198.2	Amel	LOC100578382
OG0014675	XM_016912266.2	Amel	LOC725963
OG0014676	XM_016912293.2	Amel	LOC724348
OG0014676	XR_001703031.2	Amel	LOC107964473
OG0014677	XM_016912348.2	Amel	LOC413319
OG0014678	XM_016912370.2	Amel	LOC725774
OG0014679	XM_016912472.2	Amel	LOC727431
OG0014680	XM_016912544.2	Amel	LOC100577712
OG0014681	XM_016912756.2	Amel	LOC724860
OG0014682	XM_016912793.2	Amel	LOC725761
OG0014683	XM_016912844.2	Amel	LOC727346
OG0014684	XM_016912887.2	Amel	LOC408868
OG0014685	XM_016912922.2	Amel	LOC412360
OG0014686	XM_016912945.2	Amel	LOC551544
OG0014686	XR_407726.3	Amel	LOC102656392
OG0014687	XM_016913109.2	Amel	LOC724817
OG0014688	XM_016913244.2	Amel	LOC100576492
OG0014689	XM_016913496.2	Amel	LOC107964838
OG0014690	XM_016913528.2	Amel	LOC413324
OG0014691	XM_016913580.2	Amel	LOC107964845
OG0014692	XM_016913652.2	Amel	LOC100576300
OG0014693	XM_016913694.2	Amel	LOC100576326
OG0014694	XM_016913772.2	Amel	LOC107964901
OG0014695	XM_016913876.2	Amel	LOC102655047
OG0014695	XR_410907.3	Amel	LOC102654629
OG0014696	XM_016913877.2	Amel	LOC102655188
OG0014697	XM_016913974.2	Amel	LOC100577667
OG0014698	XM_016914220.2	Amel	LOC100576957
OG0014699	XM_016914231.1	Amel	LOC107965021
OG0014700	XM_016914432.2	Amel	LOC100577949
OG0014700	XM_026443409.1	Amel	LOC100578641
OG0014701	XM_016914443.2	Amel	LOC551496
OG0014702	XM_016914450.2	Amel	LOC107965072
OG0014703	XM_016914470.2	Amel	LOC410177
OG0014704	XM_016914617.2	Amel	LOC726470
OG0014705	XM_016914765.2	Amel	LOC107963971
OG0014706	XM_016915078.2	Amel	LOC102653718
OG0014707	XM_016915264.2	Amel	LOC107965265
OG0014708	XM_016915266.2	Amel	LOC102655411
OG0014709	XM_016915478.2	Amel	LOC725498
OG0014709	XR_003305862.1	Amel	LOC102655718
OG0014710	XM_016915571.2	Amel	LOC725197
OG0014711	XM_016915576.2	Amel	LOC107965368
OG0014712	XM_016915626.2	Amel	LOC100576373
OG0014713	XM_016915687.2	Amel	LOC551392
OG0014714	XM_016915725.2	Amel	LOC100576508
OG0014715	XM_016915831.2	Amel	LOC725159
OG0014716	XM_016915995.2	Amel	LOC100577849
OG0014716	XM_026445092.1	Amel	LOC100577430
OG0014717	XM_016916046.2	Amel	LOC102656485
OG0014718	XM_016916070.2	Amel	LOC107963969
OG0014719	XM_016916229.2	Amel	LOC100577065
OG0014720	XM_016916331.2	Amel	LOC100576996
OG0014721	XM_016916375.2	Amel	LOC100578935
OG0014722	XM_016916389.2	Amel	LOC100577784
OG0014723	XM_016916467.2	Amel	LOC412436
OG0014724	XM_016916528.2	Amel	LOC107965577
OG0014725	XM_016916650.1	Amel	LOC412163
